iteration, 2MiB get time, recover pysical , sum getting time, former flip, later flip, sum flip, flip in page, form time, later time, searching time, entire time,dump
569,0.137933,8.99405,9.13199,18,9,27,15176,11.852,10.9013,22.7533,16124.3,4
570,0.141382,8.9021,9.04348,30,25,55,15207,11.0224,8.3077,19.3301,16153.7,4
571,0.139784,5.56474,5.70452,12,8,20,15219,12.0893,11.1374,23.2267,16183.6,4
572,0.140295,6.58701,6.7273,35,17,52,15240,11.2305,9.50998,20.7405,16212.1,4
573,0.139674,8.1867,8.32637,10,8,18,15246,12.8511,12.077,24.9281,16246.4,4
574,0.142627,9.13565,9.27828,24,15,39,15260,12.323,10.8756,23.1986,16279.8,4
575,0.140115,5.73088,5.871,10,7,17,15271,12.378,11.1665,23.5445,16310.3,4
576,0.140713,7.54783,7.68854,33,24,57,15300,12.0256,8.61454,20.6401,16339.6,4
577,0.140638,8.90147,9.04211,14,11,25,15317,11.207,11.2285,22.4355,16372.1,4
578,0.142574,9.9284,10.071,43,37,80,15358,9.82975,8.57299,18.4028,16401.6,4
579,0.143752,6.03335,6.1771,12,9,21,15365,12.8738,11.4978,24.3716,16433.1,4
580,0.143273,7.30745,7.45073,41,24,65,15394,10.2401,8.49111,18.7312,16460.3,4
581,0.141418,9.06208,9.20349,21,17,38,15415,11.1596,11.2352,22.3949,16492.9,4
582,0.142882,6.45064,6.59353,38,23,61,15444,10.231,8.79386,19.0249,16519.5,4
583,0.141937,8.15013,8.29207,19,8,27,15457,12.1231,11.2719,23.395,16552.2,4
584,0.142677,6.66355,6.80622,44,26,70,15493,9.39615,8.44093,17.8371,16577.9,4
585,0.143316,7.32157,7.46489,18,13,31,15505,12.227,10.9845,23.2115,16609.5,4
586,0.143818,8.54735,8.69117,40,28,68,15535,10.0766,9.29259,19.3692,16638.6,4
587,0.142462,4.804,4.94646,20,5,25,15549,12.5688,9.94362,22.5125,16667.1,4
588,0.1446,8.53763,8.68223,48,38,86,15598,9.71784,7.30787,17.0257,16693.8,4
589,0.144096,9.99155,10.1356,27,15,42,15616,12.2649,10.811,23.0759,16728,4
590,0.144059,6.24855,6.3926,36,24,60,15644,11.3161,8.62563,19.9417,16755.3,4
591,0.146541,7.62702,7.77356,16,11,27,15654,12.1193,11.809,23.9284,16788,4
592,0.144457,9.19272,9.33718,35,36,71,15692,10.7511,9.06608,19.8172,16818.2,4
593,0.145546,5.2901,5.43564,16,11,27,15707,11.4958,11.4789,22.9748,16847.6,4
594,0.14507,8.03683,8.1819,32,31,63,15732,10.9643,9.029,19.9933,16876.8,4
595,0.146215,9.92799,10.0742,14,15,29,15746,11.6336,11.0351,22.6688,16910.5,4
596,0.147227,5.09524,5.24247,42,22,64,15779,9.77278,8.10348,17.8763,16934.7,4
597,0.146835,6.51938,6.66621,18,17,35,15791,12.02,11.6487,23.6686,16966,4
598,0.135737,2.0427,2.17844,17,1,18,15800,13.109,8.87442,21.9835,17160.9,4
599,0.133337,1.82837,1.9617,0,0,0,15800,12.8154,1.74E-07,12.8155,17176.6,5
600,0.147243,10.0823,10.2296,18,13,31,15818,11.9738,11.5465,23.5204,17228.4,5
